,prompts,outputs_tags,tags,values
426,¿Cuáles son el negocio del codigo 22382?,negocio,codigo,22382
427,¿Cuáles son el negocio del codigo 23262?,negocio,codigo,23262
428,¿Cual es la marca del codigo 22443?,marca,codigo,22443
429,¿Cual es la marca del codigo 24358?,marca,codigo,24358
430,¿Cual es  el calibre del codigo 19529?,calibre,codigo,19529
431,¿Cuáles son  los calibres de la marca novecento?,calibre,marca,novecento
432,¿Cual es  el stock del codigo 20995?,stock,codigo,20995
433,¿Cuáles son el negocio del codigo 12113?,negocio,codigo,12113
434,¿Cual es la marca del codigo 14194?,marca,codigo,14194
435,¿Cual es el negocio de la marca termidor?,negocio,marca,termidor
436,¿Cual es  el stock del codigo 12910?,stock,codigo,12910
437,¿Cual es el negocio de la marca paso de los toros?,negocio,marca,paso de los toros
438,¿Cual es  el stock del codigo 14098?,stock,codigo,14098
439,¿Cual es  el calibre del codigo 1650?,calibre,codigo,1650
440,¿Cuáles son el negocio del codigo 12204?,negocio,codigo,12204
441,¿Cuáles son el negocio del codigo 14938?,negocio,codigo,14938
442,¿Cuáles son  los codigos del calibre 1650?,codigo,calibre,1650
443,¿Cuáles son el negocio del codigo 21677?,negocio,codigo,21677
444,¿Cuáles son el negocio del codigo 13410?,negocio,codigo,13410
445,¿Cual es  el calibre del codigo 1659?,calibre,codigo,1659
446,¿Cual es  el stock del codigo 22408?,stock,codigo,22408
447,¿Cual es la marca del codigo 13630?,marca,codigo,13630
448,¿Cual es  el calibre del codigo 21507?,calibre,codigo,21507
449,¿Cual es  el stock del codigo 76419?,stock,codigo,76419
450,¿Cuáles son  los stocks de la marca michelob ultra?,stock,marca,michelob ultra
451,¿Cual es  el calibre del codigo 21465?,calibre,codigo,21465
452,¿Cual es  el stock del codigo 8401?,stock,codigo,8401
453,¿Cual es  el stock del codigo 11478?,stock,codigo,11478
454,¿Cual es la marca del codigo 24359?,marca,codigo,24359
455,¿Cual es la marca del codigo 8082?,marca,codigo,8082
456,¿Cual es  el stock del codigo 19534?,stock,codigo,19534
457,¿Cuáles son el negocio del calibre 700?,negocio,calibre,700
458,¿Cual es el negocio de la marca patagonia porter?,negocio,marca,patagonia porter
459,¿Cual es  el calibre del codigo 22438?,calibre,codigo,22438
460,¿Cuáles son el negocio del codigo 19021?,negocio,codigo,19021
461,¿Cuáles son el negocio del codigo 19752?,negocio,codigo,19752
462,¿Cual es  el stock del codigo 23946?,stock,codigo,23946
463,¿Cuáles son el negocio del codigo 8231?,negocio,codigo,8231
464,¿Cual es  el calibre del codigo 5645?,calibre,codigo,5645
465,¿Cual es la marca del codigo 21303?,marca,codigo,21303
466,¿Cual es  el calibre del codigo 7176?,calibre,codigo,7176
467,¿Cual es la marca del codigo 14933?,marca,codigo,14933
468,¿Cual es la marca del codigo 22502?,marca,codigo,22502
469,¿Cual es  el calibre del codigo 18279?,calibre,codigo,18279
470,¿Cual es  el stock del codigo 1983?,stock,codigo,1983
471,¿Cual es  el stock del codigo 10970?,stock,codigo,10970
472,¿Cuáles son el negocio del codigo 22402?,negocio,codigo,22402
473,¿Cuáles son  los stocks de la marca gordons?,stock,marca,gordons
474,¿Cuáles son  los calibres de la marca patagonia bohemian pilsener?,calibre,marca,patagonia bohemian pilsener
475,¿Cual es  el calibre del codigo 24119?,calibre,codigo,24119
476,¿Cuáles son  los calibres de la marca glaciar?,calibre,marca,glaciar
477,¿Cuáles son  los stocks del calibre 30 l barril?,stock,calibre,30 l barril
478,¿Cuáles son el negocio del codigo 23417?,negocio,codigo,23417
479,¿Cuáles son  los codigos de la marca mirinda?,codigo,marca,mirinda
480,¿Cual es la marca del codigo 22330?,marca,codigo,22330
481,¿Cual es  el calibre del codigo 1473?,calibre,codigo,1473
482,¿Cual es  el calibre del codigo 1425?,calibre,codigo,1425
483,¿Cual es la marca del codigo 18592?,marca,codigo,18592
484,¿Cual es la marca del codigo 24880?,marca,codigo,24880
485,¿Cual es  el stock del codigo 19263?,stock,codigo,19263
486,¿Cual es  el stock del codigo 17360?,stock,codigo,17360
487,¿Cuáles son el negocio del codigo 76446?,negocio,codigo,76446
488,¿Cual es el negocio de la marca andes origen ipa?,negocio,marca,andes origen ipa
489,¿Cual es  el stock del codigo 5954?,stock,codigo,5954
490,¿Cual es  el calibre del codigo 22293?,calibre,codigo,22293
491,¿Cuáles son el negocio del codigo 22338?,negocio,codigo,22338
492,¿Cuáles son el negocio del codigo 16666?,negocio,codigo,16666
493,¿Cuáles son  los stocks de la marca pat sendero?,stock,marca,pat sendero
494,¿Cual es  el calibre del codigo 5411?,calibre,codigo,5411
495,¿Cual es  el calibre del codigo 2819?,calibre,codigo,2819
496,¿Cual es  el calibre del codigo 19366?,calibre,codigo,19366
497,¿Cual es la marca del codigo 5480?,marca,codigo,5480
498,¿Cual es la marca del codigo 16754?,marca,codigo,16754
499,¿Cual es  el calibre del codigo 18594?,calibre,codigo,18594
500,¿Cual es la marca del codigo 2892?,marca,codigo,2892
501,¿Cual es la marca del codigo 15240?,marca,codigo,15240
502,¿Cual es  el stock del codigo 2654?,stock,codigo,2654
503,¿Cual es la marca del codigo 18568?,marca,codigo,18568
504,¿Cual es  el calibre del codigo 20995?,calibre,codigo,20995
505,¿Cual es la marca del codigo 22390?,marca,codigo,22390
506,¿Cual es  el stock del codigo 22453?,stock,codigo,22453
507,¿Cual es la marca del codigo 10969?,marca,codigo,10969
508,¿Cuáles son  los calibres del negocio CORE?,calibre,negocio,CORE
509,¿Cual es el negocio de la marca hoegarden?,negocio,marca,hoegarden
510,¿Cual es la marca del codigo 2284?,marca,codigo,2284
511,¿Cual es  el stock del codigo 15588?,stock,codigo,15588
512,¿Cual es  el calibre del codigo 11275?,calibre,codigo,11275
513,¿Cual es  el stock del codigo 2569?,stock,codigo,2569
514,¿Cual es la marca del codigo 13504?,marca,codigo,13504
515,¿Cual es  el stock del codigo 5587?,stock,codigo,5587
516,¿Cuáles son el negocio del codigo 16292?,negocio,codigo,16292
517,¿Cual es  el calibre del codigo 17994?,calibre,codigo,17994
518,¿Cual es  el stock del codigo 10580?,stock,codigo,10580
519,¿Cual es  el stock del codigo 15621?,stock,codigo,15621
520,¿Cuáles son el negocio del codigo 23111?,negocio,codigo,23111
521,¿Cuáles son  los codigos del calibre 2000 reco?,codigo,calibre,2000 reco
522,¿Cual es la marca del codigo 22461?,marca,codigo,22461
523,¿Cuáles son  los stocks de la marca temple wolf ipa?,stock,marca,temple wolf ipa
524,¿Cuáles son el negocio del codigo 641?,negocio,codigo,641
525,¿Cuáles son  los stocks del calibre 355?,stock,calibre,355
526,¿Cual es  el calibre del codigo 2650?,calibre,codigo,2650
527,¿Cual es  el stock del codigo 22339?,stock,codigo,22339
528,¿Cuáles son  los calibres de la marca dancer?,calibre,marca,dancer
529,¿Cuáles son el negocio del codigo 14095?,negocio,codigo,14095
530,¿Cual es  el stock del codigo 7984?,stock,codigo,7984
531,¿Cuáles son  los stocks del calibre 500?,stock,calibre,500
532,¿Cual es  el calibre del codigo 13498?,calibre,codigo,13498
533,¿Cual es la marca del codigo 13498?,marca,codigo,13498
534,¿Cuáles son  los codigos del calibre 1250 reco?,codigo,calibre,1250 reco
535,¿Cual es  el stock del codigo 19530?,stock,codigo,19530
536,¿Cual es la marca del codigo 19856?,marca,codigo,19856
537,¿Cual es  el stock del codigo 7641?,stock,codigo,7641
538,¿Cual es  el stock del codigo 21773?,stock,codigo,21773
539,¿Cuáles son el negocio del codigo 17094?,negocio,codigo,17094
540,¿Cual es  el stock del codigo 21473?,stock,codigo,21473
541,¿Cual es el negocio de la marca bbc?,negocio,marca,bbc
542,¿Cual es la marca del codigo 5645?,marca,codigo,5645
543,¿Cual es  el stock del codigo 24118?,stock,codigo,24118
544,¿Cual es  el calibre del codigo 23112?,calibre,codigo,23112
545,¿Cuáles son  los codigos del calibre 1000?,codigo,calibre,1000
546,¿Cuáles son  los codigos del negocio Agua?,codigo,negocio,Agua
547,¿Cuáles son el negocio del codigo 691?,negocio,codigo,691
548,¿Cual es  el calibre del codigo 21557?,calibre,codigo,21557
549,¿Cual es  el calibre del codigo 22471?,calibre,codigo,22471
550,¿Cual es la marca del codigo 10813?,marca,codigo,10813
551,¿Cual es  el calibre del codigo 14637?,calibre,codigo,14637
552,¿Cual es  el stock del codigo 744?,stock,codigo,744
553,¿Cual es la marca del codigo 22391?,marca,codigo,22391
554,¿Cual es  el calibre del codigo 2507?,calibre,codigo,2507
555,¿Cual es  el calibre del codigo 21773?,calibre,codigo,21773
556,¿Cual es  el calibre del codigo 2201?,calibre,codigo,2201
557,¿Cual es  el calibre del codigo 22338?,calibre,codigo,22338
558,¿Cual es la marca del codigo 18374?,marca,codigo,18374
559,¿Cual es  el calibre del codigo 132?,calibre,codigo,132
560,¿Cual es  el stock del codigo 16813?,stock,codigo,16813
561,¿Cual es  el stock del codigo 12204?,stock,codigo,12204
562,¿Cuáles son  los calibres del negocio Importadas?,calibre,negocio,Importadas
563,¿Cuáles son  los calibres de la marca andes origen rubia?,calibre,marca,andes origen rubia
564,¿Cuáles son el negocio del codigo 22525?,negocio,codigo,22525
565,¿Cual es  el stock del codigo 16292?,stock,codigo,16292
566,¿Cual es  el calibre del codigo 10970?,calibre,codigo,10970
567,¿Cual es la marca del codigo 2377?,marca,codigo,2377
568,¿Cual es  el stock del codigo 22320?,stock,codigo,22320
569,¿Cual es  el stock del codigo 209?,stock,codigo,209
570,¿Cual es la marca del codigo 18357?,marca,codigo,18357
571,¿Cual es  el calibre del codigo 19541?,calibre,codigo,19541
572,¿Cuáles son el negocio del codigo 20443?,negocio,codigo,20443
573,¿Cuáles son el negocio del codigo 22408?,negocio,codigo,22408
574,¿Cuáles son el negocio del codigo 5250?,negocio,codigo,5250
575,¿Cual es  el calibre del codigo 21777?,calibre,codigo,21777
576,¿Cual es la marca del codigo 8411?,marca,codigo,8411
577,¿Cuáles son  los codigos del calibre 6.3 bidon?,codigo,calibre,6.3 bidon
578,¿Cual es la marca del codigo 19366?,marca,codigo,19366
579,¿Cual es la marca del codigo 21853?,marca,codigo,21853
580,¿Cual es  el calibre del codigo 11478?,calibre,codigo,11478
581,¿Cuáles son el negocio del calibre 30 l barril?,negocio,calibre,30 l barril
582,¿Cuáles son el negocio del codigo 7482?,negocio,codigo,7482
583,¿Cuáles son  los codigos de la marca biografia?,codigo,marca,biografia
584,¿Cual es  el stock del codigo 12113?,stock,codigo,12113
585,¿Cual es  el calibre del codigo 7038?,calibre,codigo,7038
586,¿Cual es la marca del codigo 20404?,marca,codigo,20404
587,¿Cuáles son el negocio del codigo 5322?,negocio,codigo,5322
588,¿Cual es  el stock del codigo 8100?,stock,codigo,8100
589,¿Cual es la marca del codigo 19280?,marca,codigo,19280
590,¿Cual es la marca del codigo 21261?,marca,codigo,21261
591,¿Cual es  el stock del codigo 813?,stock,codigo,813
592,¿Cual es  el calibre del codigo 21454?,calibre,codigo,21454
593,¿Cual es la marca del codigo 20991?,marca,codigo,20991
594,¿Cuáles son el negocio del codigo 873?,negocio,codigo,873
595,¿Cual es  el calibre del codigo 22222?,calibre,codigo,22222
596,¿Cual es la marca del codigo 22971?,marca,codigo,22971
597,¿Cual es la marca del codigo 10591?,marca,codigo,10591
598,¿Cual es  el calibre del codigo 17361?,calibre,codigo,17361
599,¿Cual es  el stock del codigo 16528?,stock,codigo,16528
600,¿Cuáles son el negocio del codigo 24531?,negocio,codigo,24531
601,¿Cual es  el stock del codigo 11940?,stock,codigo,11940
602,¿Cual es la marca del codigo 21698?,marca,codigo,21698
603,¿Cual es  el calibre del codigo 15605?,calibre,codigo,15605
604,¿Cual es  el stock del codigo 21916?,stock,codigo,21916
605,¿Cual es la marca del codigo 17080?,marca,codigo,17080
606,¿Cual es la marca del codigo 7014?,marca,codigo,7014
607,¿Cual es  el stock del codigo 18281?,stock,codigo,18281
608,¿Cuáles son el negocio del codigo 22331?,negocio,codigo,22331
609,¿Cual es la marca del codigo 61676?,marca,codigo,61676
610,¿Cuáles son el negocio del codigo 19587?,negocio,codigo,19587
611,¿Cual es la marca del codigo 18680?,marca,codigo,18680
612,¿Cual es la marca del codigo 22469?,marca,codigo,22469
613,¿Cuáles son el negocio del codigo 19026?,negocio,codigo,19026
614,¿Cuáles son el negocio del codigo 14096?,negocio,codigo,14096
615,¿Cual es  el calibre del codigo 22692?,calibre,codigo,22692
616,¿Cuáles son el negocio del codigo 946?,negocio,codigo,946
617,¿Cuáles son las marcas del calibre 355 botella?,marca,calibre,355 botella
618,¿Cuáles son el negocio del codigo 7592?,negocio,codigo,7592
619,¿Cual es la marca del codigo 22497?,marca,codigo,22497
620,¿Cuáles son el negocio del codigo 15095?,negocio,codigo,15095
621,¿Cual es  el calibre del codigo 14744?,calibre,codigo,14744
622,¿Cual es  el calibre del codigo 19088?,calibre,codigo,19088
623,¿Cuáles son el negocio del codigo 7484?,negocio,codigo,7484
624,¿Cuáles son el negocio del codigo 19529?,negocio,codigo,19529
625,¿Cuáles son el negocio del codigo 20997?,negocio,codigo,20997
626,¿Cual es  el stock del codigo 23286?,stock,codigo,23286
627,¿Cuáles son el negocio del codigo 1466?,negocio,codigo,1466
628,¿Cual es la marca del codigo 2211?,marca,codigo,2211
629,¿Cual es  el stock del codigo 20751?,stock,codigo,20751
630,¿Cual es  el stock del codigo 5406?,stock,codigo,5406
631,¿Cual es  el calibre del codigo 7463?,calibre,codigo,7463
632,¿Cuáles son  los codigos del calibre 1000  tetra?,codigo,calibre,1000  tetra
633,¿Cual es la marca del codigo 7012?,marca,codigo,7012
634,¿Cual es  el calibre del codigo 741?,calibre,codigo,741
635,¿Cual es  el calibre del codigo 19337?,calibre,codigo,19337
636,¿Cual es  el calibre del codigo 8030?,calibre,codigo,8030
637,¿Cual es  el stock del codigo 11067?,stock,codigo,11067
638,¿Cuáles son el negocio del codigo 20412?,negocio,codigo,20412
639,¿Cual es la marca del codigo 22460?,marca,codigo,22460
640,¿Cual es  el stock del codigo 10628?,stock,codigo,10628
641,¿Cuáles son el negocio del codigo 22474?,negocio,codigo,22474
642,¿Cuáles son el negocio del codigo 21974?,negocio,codigo,21974
643,¿Cual es  el stock del codigo 1650?,stock,codigo,1650
644,¿Cual es  el stock del codigo 17095?,stock,codigo,17095
645,¿Cuáles son el negocio del codigo 14103?,negocio,codigo,14103
646,¿Cuáles son el negocio del codigo 19726?,negocio,codigo,19726
647,¿Cual es  el stock del codigo 2006?,stock,codigo,2006
648,¿Cual es  el stock del codigo 7026?,stock,codigo,7026
649,¿Cual es  el stock del codigo 20358?,stock,codigo,20358
650,¿Cual es  el stock del codigo 352?,stock,codigo,352
651,¿Cuáles son el negocio del codigo 7633?,negocio,codigo,7633
652,¿Cual es  el calibre del codigo 22322?,calibre,codigo,22322
653,¿Cuáles son el negocio del codigo 10796?,negocio,codigo,10796
654,¿Cuáles son el negocio del codigo 13953?,negocio,codigo,13953
655,¿Cuáles son el negocio del codigo 2507?,negocio,codigo,2507
656,¿Cual es  el calibre del codigo 2554?,calibre,codigo,2554
657,¿Cual es la marca del codigo 8231?,marca,codigo,8231
658,¿Cual es  el stock del codigo 18569?,stock,codigo,18569
659,¿Cual es  el calibre del codigo 22972?,calibre,codigo,22972
660,¿Cuáles son  los codigos de la marca andes origen vendimia?,codigo,marca,andes origen vendimia
661,¿Cual es la marca del codigo 19524?,marca,codigo,19524
662,¿Cual es  el calibre del codigo 23109?,calibre,codigo,23109
663,¿Cual es  el calibre del codigo 18559?,calibre,codigo,18559
664,¿Cual es  el calibre del codigo 16986?,calibre,codigo,16986
665,¿Cual es  el calibre del codigo 17483?,calibre,codigo,17483
666,¿Cuáles son el negocio del codigo 14194?,negocio,codigo,14194
667,¿Cuáles son el negocio del codigo 17080?,negocio,codigo,17080
668,¿Cual es  el stock del codigo 7693?,stock,codigo,7693
669,¿Cual es la marca del codigo 19140?,marca,codigo,19140
670,¿Cual es la marca del codigo 1976?,marca,codigo,1976
671,¿Cual es la marca del codigo 19110?,marca,codigo,19110
672,¿Cual es  el calibre del codigo 2430?,calibre,codigo,2430
673,¿Cual es  el calibre del codigo 24075?,calibre,codigo,24075
674,¿Cuáles son  los codigos de la marca eco de los andes?,codigo,marca,eco de los andes
675,¿Cual es la marca del codigo 21844?,marca,codigo,21844
676,¿Cual es  el stock del codigo 22649?,stock,codigo,22649
677,¿Cual es  el stock del codigo 7150?,stock,codigo,7150
678,¿Cual es el negocio de la marca quilmes 1890?,negocio,marca,quilmes 1890
679,¿Cual es  el stock del codigo 20635?,stock,codigo,20635
680,¿Cual es  el calibre del codigo 22973?,calibre,codigo,22973
681,¿Cual es la marca del codigo 22441?,marca,codigo,22441
682,¿Cual es la marca del codigo 21474?,marca,codigo,21474
683,¿Cuáles son el negocio del codigo 22532?,negocio,codigo,22532
684,¿Cuáles son el negocio del codigo 8228?,negocio,codigo,8228
685,¿Cual es la marca del codigo 8526?,marca,codigo,8526
686,¿Cuáles son  los stocks del calibre 50 l barril?,stock,calibre,50 l barril
687,¿Cual es la marca del codigo 22259?,marca,codigo,22259
688,¿Cual es  el stock del codigo 15159?,stock,codigo,15159
689,¿Cual es  el stock del codigo 16371?,stock,codigo,16371
690,¿Cuáles son el negocio del codigo 19498?,negocio,codigo,19498
691,¿Cual es  el calibre del codigo 17954?,calibre,codigo,17954
692,¿Cuáles son el negocio del codigo 19338?,negocio,codigo,19338
693,¿Cual es la marca del codigo 1975?,marca,codigo,1975
