,prompts,outputs_tags,tags,values,tags2,values2
368,¿Cual es  el stock del codigo 21808?,stock,codigo,21808,,
369,¿Cual es la marca del codigo 21000?,marca,codigo,21000,,
370,¿Cuáles son  los codigos de la andes 50 l barril?,codigo,marca,andes,calibre,50 l barril
371,¿Cuáles son  los codigos de la guarana 995?,codigo,marca,guarana,calibre,995
372,¿Cuáles son el negocio del codigo 5742?,negocio,codigo,5742,,
373,¿Cual es el negocio de la marca patagonia?,negocio,marca,patagonia,,
374,¿Cual es  el calibre del codigo 24531?,calibre,codigo,24531,,
375,¿Cuáles son  los codigos del calibre 2000?,codigo,calibre,2000,,
376,¿Cual es la marca del codigo 7550?,marca,codigo,7550,,
377,¿Cual es  el stock del codigo 23061?,stock,codigo,23061,,
378,¿Cuáles son  los stocks de la marca patagonia kune?,stock,marca,patagonia kune,,
379,¿Cual es la marca del codigo 8081?,marca,codigo,8081,,
380,¿Cuáles son el negocio del codigo 18568?,negocio,codigo,18568,,
381,¿Cual es  el stock del codigo 7139?,stock,codigo,7139,,
382,¿Cuáles son  los codigos de la temple wolf ipa 2000 reco?,codigo,marca,temple wolf ipa,calibre,2000 reco
383,¿Cuáles son el negocio del codigo 17850?,negocio,codigo,17850,,
384,¿Cual es la marca del codigo 21965?,marca,codigo,21965,,
385,¿Cual es la marca del codigo 8413?,marca,codigo,8413,,
386,¿Cuáles son  los codigos de la patagonia weisse 2450?,codigo,marca,patagonia weisse,calibre,2450
387,¿Cuáles son el negocio del codigo 22328?,negocio,codigo,22328,,
388,¿Cuáles son el negocio del codigo 209?,negocio,codigo,209,,
389,¿Cuáles son  los codigos de la andes origen 330 s/r?,codigo,marca,andes origen,calibre,330 s/r
390,¿Cual es  el stock del codigo 19545?,stock,codigo,19545,,
391,¿Cual es  el stock del codigo 22390?,stock,codigo,22390,,
392,¿Cual es  el calibre del codigo 22403?,calibre,codigo,22403,,
393,¿Cual es  el stock del codigo 17080?,stock,codigo,17080,,
394,¿Cuáles son  los codigos de la budweiser 2000?,codigo,marca,budweiser,calibre,2000
395,¿Cual es  el stock del codigo 2436?,stock,codigo,2436,,
396,¿Cual es  el stock del codigo 10716?,stock,codigo,10716,,
397,¿Cual es la marca del codigo 22023?,marca,codigo,22023,,
398,¿Cuáles son el negocio del codigo 946?,negocio,codigo,946,,
399,¿Cual es  el stock del codigo 11743?,stock,codigo,11743,,
400,¿Cuáles son el negocio del codigo 7006?,negocio,codigo,7006,,
401,¿Cual es la marca del codigo 24252?,marca,codigo,24252,,
402,¿Cuáles son el negocio del codigo 7030?,negocio,codigo,7030,,
403,¿Cuáles son el negocio del calibre 473?,negocio,calibre,473,,
404,¿Cual es  el stock del codigo 15171?,stock,codigo,15171,,
405,¿Cual es  el calibre del codigo 22473?,calibre,codigo,22473,,
406,¿Cual es  el calibre del codigo 21558?,calibre,codigo,21558,,
407,¿Cual es la marca del codigo 19340?,marca,codigo,19340,,
408,¿Cuáles son  los codigos de la andes origen negra 330 s/r?,codigo,marca,andes origen negra,calibre,330 s/r
409,¿Cual es la marca del codigo 22608?,marca,codigo,22608,,
410,¿Cual es  el calibre del codigo 21681?,calibre,codigo,21681,,
411,¿Cual es la marca del codigo 1422?,marca,codigo,1422,,
412,¿Cuáles son  los codigos de la robino 20 l barril?,codigo,marca,robino,calibre,20 l barril
413,¿Cuáles son  los stocks de la patagonia amber lager 30 l barril?,stock,marca,patagonia amber lager,calibre,30 l barril
414,¿Cual es  el stock del codigo 5294?,stock,codigo,5294,,
415,¿Cuáles son  los codigos de la marca skol?,codigo,marca,skol,,
416,¿Cual es  el stock del codigo 22614?,stock,codigo,22614,,
417,¿Cuáles son el negocio del codigo 19398?,negocio,codigo,19398,,
418,¿Cuáles son  los codigos de la 7 up 1000  tetra?,codigo,marca,7 up,calibre,1000  tetra
419,¿Cual es  el calibre del codigo 21474?,calibre,codigo,21474,,
420,¿Cuáles son  los calibres de la marca bock quilmes?,calibre,marca,bock quilmes,,
421,¿Cuáles son  los stocks del calibre 300?,stock,calibre,300,,
422,¿Cual es  el calibre del codigo 20358?,calibre,codigo,20358,,
423,¿Cual es  el calibre del codigo 7481?,calibre,codigo,7481,,
424,¿Cual es  el calibre del codigo 1487?,calibre,codigo,1487,,
425,¿Cuáles son  los codigos de la blasfemia 2250 reco?,codigo,marca,blasfemia,calibre,2250 reco
426,¿Cuáles son  los stocks de la andes origen 740?,stock,marca,andes origen,calibre,740
427,¿Cuáles son  los codigos de la stella artois 1250 reco?,codigo,marca,stella artois,calibre,1250 reco
428,¿Cual es la marca del codigo 22478?,marca,codigo,22478,,
429,¿Cuáles son  los codigos de la awafrut 2000?,codigo,marca,awafrut,calibre,2000
430,¿Cual es  el stock del codigo 20990?,stock,codigo,20990,,
431,¿Cual es la marca del codigo 18694?,marca,codigo,18694,,
432,¿Cual es  el stock del codigo 18565?,stock,codigo,18565,,
433,¿Cual es la marca del codigo 7038?,marca,codigo,7038,,
434,¿Cuáles son  los stocks de la patagonia ipa 330?,stock,marca,patagonia ipa,calibre,330
435,¿Cual es  el calibre del codigo 12204?,calibre,codigo,12204,,
436,¿Cuáles son  los codigos de la temple wolf ipa 250?,codigo,marca,temple wolf ipa,calibre,250
437,¿Cuáles son  los stocks del negocio destilados?,stock,negocio,destilados,,
438,¿Cuáles son  los stocks de la awafrut 3000?,stock,marca,awafrut,calibre,3000
439,¿Cuáles son el negocio del codigo 22408?,negocio,codigo,22408,,
440,¿Cuáles son  los stocks de la corona 2250?,stock,marca,corona,calibre,2250
441,¿Cual es  el calibre del codigo 24005?,calibre,codigo,24005,,
442,¿Cual es  el stock del codigo 17637?,stock,codigo,17637,,
443,¿Cual es  el stock del codigo 20812?,stock,codigo,20812,,
444,¿Cual es la marca del codigo 22649?,marca,codigo,22649,,
445,¿Cual es  el calibre del codigo 17359?,calibre,codigo,17359,,
446,¿Cuáles son el negocio del codigo 18279?,negocio,codigo,18279,,
447,¿Cuáles son el negocio del codigo 2439?,negocio,codigo,2439,,
448,¿Cuáles son  los stocks de la andes origen roja 500?,stock,marca,andes origen roja,calibre,500
449,¿Cuáles son  los codigos de la 7 up 20 l?,codigo,marca,7 up,calibre,20 l
450,¿Cuáles son  los codigos de la marca stella artois?,codigo,marca,stella artois,,
451,¿Cual es la marca del codigo 14195?,marca,codigo,14195,,
452,¿Cuáles son las marcas del calibre 269?,marca,calibre,269,,
453,¿Cual es la marca del codigo 19026?,marca,codigo,19026,,
454,¿Cual es  el calibre del codigo 5742?,calibre,codigo,5742,,
455,¿Cual es la marca del codigo 14625?,marca,codigo,14625,,
456,¿Cuáles son  los codigos de la andes origen rubia 2250 reco?,codigo,marca,andes origen rubia,calibre,2250 reco
457,¿Cual es  el stock del codigo 1423?,stock,codigo,1423,,
458,¿Cual es la marca del codigo 15240?,marca,codigo,15240,,
459,¿Cuáles son  los codigos de la glaciar 30 l barril?,codigo,marca,glaciar,calibre,30 l barril
460,¿Cual es la marca del codigo 22472?,marca,codigo,22472,,
461,¿Cual es  el calibre del codigo 808?,calibre,codigo,808,,
462,¿Cual es  el stock del codigo 133?,stock,codigo,133,,
463,¿Cual es  el stock del codigo 22172?,stock,codigo,22172,,
464,¿Cual es la marca del codigo 22458?,marca,codigo,22458,,
465,¿Cual es  el stock del codigo 23287?,stock,codigo,23287,,
466,¿Cuáles son  los calibres de la marca paso de los toros?,calibre,marca,paso de los toros,,
467,¿Cual es la marca del codigo 12200?,marca,codigo,12200,,
468,¿Cual es  el stock del codigo 7150?,stock,codigo,7150,,
469,¿Cuáles son el negocio del codigo 24685?,negocio,codigo,24685,,
470,¿Cuáles son  los codigos de la bbc 10 l?,codigo,marca,bbc,calibre,10 l
471,¿Cuáles son  los calibres de la marca temple scotish?,calibre,marca,temple scotish,,
472,¿Cuáles son  los codigos de la marca patagonia kune?,codigo,marca,patagonia kune,,
473,¿Cual es  el stock del codigo 1414?,stock,codigo,1414,,
474,¿Cuáles son el negocio del codigo 21856?,negocio,codigo,21856,,
475,¿Cuáles son  los codigos de la andes 740?,codigo,marca,andes,calibre,740
476,¿Cuáles son  los stocks de la quilmes red lager 2000?,stock,marca,quilmes red lager,calibre,2000
477,¿Cual es la marca del codigo 12067?,marca,codigo,12067,,
478,¿Cual es  el calibre del codigo 24289?,calibre,codigo,24289,,
479,¿Cuáles son  los calibres de la marca robino?,calibre,marca,robino,,
480,¿Cuáles son  los codigos de la gatorade 1500?,codigo,marca,gatorade,calibre,1500
481,¿Cual es el negocio de la marca hanover?,negocio,marca,hanover,,
482,¿Cual es la marca del codigo 2859?,marca,codigo,2859,,
483,¿Cuáles son  los stocks del calibre 1650?,stock,calibre,1650,,
484,¿Cual es  el calibre del codigo 1561?,calibre,codigo,1561,,
485,¿Cual es  el stock del codigo 19253?,stock,codigo,19253,,
486,¿Cual es  el stock del codigo 1411?,stock,codigo,1411,,
487,¿Cual es  el stock del codigo 13224?,stock,codigo,13224,,
488,¿Cuáles son el negocio del codigo 24012?,negocio,codigo,24012,,
489,¿Cual es la marca del codigo 21266?,marca,codigo,21266,,
490,¿Cual es  el calibre del codigo 5445?,calibre,codigo,5445,,
491,¿Cuáles son  los stocks de la awafrut 970?,stock,marca,awafrut,calibre,970
492,¿Cual es  el calibre del codigo 22259?,calibre,codigo,22259,,
493,¿Cuáles son  los codigos de la marca Gancia?,codigo,marca,Gancia,,
494,¿Cual es  el stock del codigo 8095?,stock,codigo,8095,,
495,¿Cual es  el calibre del codigo 7031?,calibre,codigo,7031,,
496,¿Cual es  el stock del codigo 62112?,stock,codigo,62112,,
497,¿Cual es la marca del codigo 1414?,marca,codigo,1414,,
498,¿Cuáles son  los codigos de la michelob ultra 30 l barril?,codigo,marca,michelob ultra,calibre,30 l barril
499,¿Cual es  el stock del codigo 5512?,stock,codigo,5512,,
500,¿Cuáles son  los codigos de la mirinda 10 l?,codigo,marca,mirinda,calibre,10 l
501,¿Cuáles son  los codigos de la quilmes 500?,codigo,marca,quilmes,calibre,500
502,¿Cual es  el calibre del codigo 24116?,calibre,codigo,24116,,
503,¿Cual es la marca del codigo 22473?,marca,codigo,22473,,
504,¿Cuáles son  los stocks de la pinta de la paz 2000?,stock,marca,pinta de la paz,calibre,2000
505,¿Cuáles son  los stocks de la mirinda 340?,stock,marca,mirinda,calibre,340
506,¿Cuáles son el negocio del codigo 14104?,negocio,codigo,14104,,
507,¿Cuáles son  los codigos de la patagonia bohemian pilsener 2250?,codigo,marca,patagonia bohemian pilsener,calibre,2250
508,¿Cuáles son  los codigos de la pepsi 1000  tetra?,codigo,marca,pepsi,calibre,1000  tetra
509,¿Cual es  el stock del codigo 23112?,stock,codigo,23112,,
510,¿Cuáles son  los stocks de la andes origen rubia 30 l barril?,stock,marca,andes origen rubia,calibre,30 l barril
511,¿Cuáles son  los stocks de la gatorade 20 l?,stock,marca,gatorade,calibre,20 l
512,¿Cual es  el stock del codigo 23424?,stock,codigo,23424,,
513,¿Cual es la marca del codigo 18746?,marca,codigo,18746,,
514,¿Cual es  el calibre del codigo 19545?,calibre,codigo,19545,,
515,¿Cual es  el calibre del codigo 1486?,calibre,codigo,1486,,
516,¿Cuáles son el negocio del calibre 355?,negocio,calibre,355,,
517,¿Cuáles son  los codigos de la patagonia kune 410?,codigo,marca,patagonia kune,calibre,410
518,¿Cuáles son el negocio del codigo 19498?,negocio,codigo,19498,,
519,¿Cuáles son  los stocks de la eco de los andes 3000?,stock,marca,eco de los andes,calibre,3000
520,¿Cual es  el stock del codigo 2853?,stock,codigo,2853,,
521,¿Cuáles son  los stocks de la pepsi 355?,stock,marca,pepsi,calibre,355
522,¿Cual es  el stock del codigo 22222?,stock,codigo,22222,,
523,¿Cual es  el stock del codigo 19088?,stock,codigo,19088,,
524,¿Cual es la marca del codigo 19524?,marca,codigo,19524,,
525,¿Cual es  el stock del codigo 10628?,stock,codigo,10628,,
526,¿Cual es  el stock del codigo 8401?,stock,codigo,8401,,
527,¿Cuáles son  los codigos de la nestle pureza vital 210?,codigo,marca,nestle pureza vital,calibre,210
528,¿Cual es  el stock del codigo 11035?,stock,codigo,11035,,
529,¿Cuáles son  los stocks de la hoegarden 330?,stock,marca,hoegarden,calibre,330
530,¿Cuáles son  los stocks de la marca negra modelo?,stock,marca,negra modelo,,
531,¿Cual es  el calibre del codigo 15622?,calibre,codigo,15622,,
532,¿Cual es  el stock del codigo 22607?,stock,codigo,22607,,
533,¿Cuáles son el negocio del codigo 18373?,negocio,codigo,18373,,
534,¿Cual es  el calibre del codigo 22338?,calibre,codigo,22338,,
535,¿Cuáles son el negocio del codigo 7182?,negocio,codigo,7182,,
536,¿Cual es la marca del codigo 19264?,marca,codigo,19264,,
537,¿Cual es  el calibre del codigo 11478?,calibre,codigo,11478,,
538,¿Cual es  el stock del codigo 19020?,stock,codigo,19020,,
539,¿Cual es la marca del codigo 17932?,marca,codigo,17932,,
540,¿Cual es la marca del codigo 23958?,marca,codigo,23958,,
541,¿Cuáles son el negocio del codigo 19541?,negocio,codigo,19541,,
542,¿Cual es  el stock del codigo 2377?,stock,codigo,2377,,
543,¿Cuáles son  los stocks de la 7 up 20 l barril?,stock,marca,7 up,calibre,20 l barril
544,¿Cual es  el stock del codigo 11068?,stock,codigo,11068,,
545,¿Cuáles son el negocio del codigo 22498?,negocio,codigo,22498,,
546,¿Cuáles son el negocio del codigo 20468?,negocio,codigo,20468,,
547,¿Cual es  el stock del codigo 11940?,stock,codigo,11940,,
548,¿Cual es  el stock del codigo 23903?,stock,codigo,23903,,
549,¿Cuáles son  los codigos de la marca robino?,codigo,marca,robino,,
550,¿Cuáles son  los calibres de la marca eco de los andes?,calibre,marca,eco de los andes,,
551,¿Cual es  el stock del codigo 8125?,stock,codigo,8125,,
552,¿Cuáles son  los codigos de la michelob ultra 269?,codigo,marca,michelob ultra,calibre,269
553,¿Cuáles son el negocio del codigo 2079?,negocio,codigo,2079,,
554,¿Cuáles son el negocio del codigo 22691?,negocio,codigo,22691,,
555,¿Cual es  el stock del codigo 24119?,stock,codigo,24119,,
556,¿Cuáles son el negocio del codigo 8?,negocio,codigo,8,,
557,¿Cual es la marca del codigo 20635?,marca,codigo,20635,,
558,¿Cuáles son  los codigos de la mirinda 750?,codigo,marca,mirinda,calibre,750
559,¿Cuáles son  los codigos de la quilmes 2250 reco?,codigo,marca,quilmes,calibre,2250 reco
560,¿Cuáles son  los codigos de la patagonia hoppy lager 1200?,codigo,marca,patagonia hoppy lager,calibre,1200
561,¿Cual es  el stock del codigo 1495?,stock,codigo,1495,,
562,¿Cual es  el calibre del codigo 20175?,calibre,codigo,20175,,
563,¿Cual es  el stock del codigo 24358?,stock,codigo,24358,,
564,¿Cual es  el calibre del codigo 19337?,calibre,codigo,19337,,
565,¿Cuáles son el negocio del codigo 22608?,negocio,codigo,22608,,
566,¿Cual es  el stock del codigo 22492?,stock,codigo,22492,,
567,¿Cuáles son  los codigos de la patagonia ipa 1200?,codigo,marca,patagonia ipa,calibre,1200
568,¿Cuáles son el negocio del codigo 20999?,negocio,codigo,20999,,
569,¿Cual es  el stock del codigo 19533?,stock,codigo,19533,,
570,¿Cuáles son  los codigos de la 7 up 473?,codigo,marca,7 up,calibre,473
571,¿Cuáles son  los codigos de la tropicana 1250?,codigo,marca,tropicana,calibre,1250
572,¿Cual es  el calibre del codigo 5512?,calibre,codigo,5512,,
573,¿Cuáles son  los codigos de la budweiser 330 s/r?,codigo,marca,budweiser,calibre,330 s/r
574,¿Cuáles son  los codigos de la eco de los andes 355 botella?,codigo,marca,eco de los andes,calibre,355 botella
575,¿Cual es  el stock del codigo 24118?,stock,codigo,24118,,
576,¿Cuáles son  los codigos de la pinta de la paz 300?,codigo,marca,pinta de la paz,calibre,300
577,¿Cual es  el calibre del codigo 17990?,calibre,codigo,17990,,
578,¿Cuáles son  los stocks de la red bull 750?,stock,marca,red bull,calibre,750
579,¿Cual es  el stock del codigo 7035?,stock,codigo,7035,,
580,¿Cual es la marca del codigo 24118?,marca,codigo,24118,,
581,¿Cual es  el stock del codigo 7028?,stock,codigo,7028,,
582,¿Cuáles son  los codigos de la patagonia bohemian pilsener barril 10 l?,codigo,marca,patagonia bohemian pilsener,calibre,barril 10 l
583,¿Cual es  el stock del codigo 22973?,stock,codigo,22973,,
584,¿Cual es  el calibre del codigo 16225?,calibre,codigo,16225,,
585,¿Cual es  el stock del codigo 2828?,stock,codigo,2828,,
586,¿Cual es  el stock del codigo 591?,stock,codigo,591,,
587,¿Cuáles son el negocio del codigo 2157?,negocio,codigo,2157,,
588,¿Cuáles son  los stocks de la goose island 354?,stock,marca,goose island,calibre,354
589,¿Cual es la marca del codigo 1462?,marca,codigo,1462,,
590,¿Cual es el negocio de la marca red bull?,negocio,marca,red bull,,
591,¿Cual es  el calibre del codigo 740?,calibre,codigo,740,,
592,¿Cual es  el stock del codigo 20810?,stock,codigo,20810,,
593,¿Cual es  el stock del codigo 22969?,stock,codigo,22969,,
594,¿Cuáles son  los calibres de la marca quilmes 1890?,calibre,marca,quilmes 1890,,
595,¿Cual es  el stock del codigo 22061?,stock,codigo,22061,,
596,¿Cuáles son el negocio del codigo 5588?,negocio,codigo,5588,,
597,¿Cual es  el calibre del codigo 17923?,calibre,codigo,17923,,
598,¿Cual es la marca del codigo 22502?,marca,codigo,22502,,
599,¿Cuáles son  los codigos de la budweiser 2450?,codigo,marca,budweiser,calibre,2450
600,¿Cual es la marca del codigo 8401?,marca,codigo,8401,,
601,¿Cual es la marca del codigo 22652?,marca,codigo,22652,,
602,¿Cuáles son  los codigos de la dante 6.3 bidon?,codigo,marca,dante,calibre,6.3 bidon
603,¿Cuáles son  los codigos de la gatorade 970?,codigo,marca,gatorade,calibre,970
604,¿Cual es  el calibre del codigo 7592?,calibre,codigo,7592,,
605,¿Cual es la marca del codigo 15159?,marca,codigo,15159,,
606,¿Cuáles son  los calibres del negocio Agua?,calibre,negocio,Agua,,
607,¿Cual es  el calibre del codigo 19279?,calibre,codigo,19279,,
608,¿Cual es la marca del codigo 7035?,marca,codigo,7035,,
609,¿Cual es  el stock del codigo 7463?,stock,codigo,7463,,
610,¿Cual es  el stock del codigo 13630?,stock,codigo,13630,,
611,¿Cuáles son  los stocks de la pepsi 350?,stock,marca,pepsi,calibre,350
612,¿Cuáles son el negocio del codigo 2658?,negocio,codigo,2658,,
